Artist,Song,Lyrics
Miley Cyrus,Do My Thang,"Every single night and every single day
I'ma do my thang, I'ma do my thang
So don't you worry 'bout me, I'ma be okay
I'ma do my thang, 'cause I'ma do my thang
And I, I'ma-I'ma-I'ma do my thang
And I, I'ma-I'ma-I'ma do my
I'ma do my thang
I'ma do my thang
I'ma do my thang

Bang bang
I'ma shoot 'em down, baby
Look at me
I'm, I'm high up off the ground, baby
Oh, shit
Pass that shit around, baby
That shit true
But, but I don't hear a sound

I'm a S-Southern belle
Crazier than hell
Gettin' wild up in here, gettin' live up in here
Burnin' up, up in here
Turnt up, up in here
We tear the roof up, now we up outta here

We do it, we do it
We don't give a fuck
Only thing we think about is turnin' up, turnin' up
We do it, we do it
We do it all the way live
So everybody hands to the sky, 'cause

Every single night and every single day
I'ma do my thang, I'ma do my thang
So don't you worry 'bout me, I'ma be okay
'Cause I'ma do my thang, I'ma do my thang
And I, I'ma-I'ma-I'ma do my thang
And I, I'ma-I'ma-I'ma do my
I'ma do my thang
I'ma do my thang (Ay, ay, ooh)
I'ma do my thang (Oh)

Bang, bitch!
You think I'm strange, bitch?
I-It's bananas, like a fuckin' 'rangutan, bitch
Don't worry 'bout me
I got it all arranged, bitch
Mind your business
Stay in your lane, bitch

Oh, yeah
I'm a Southern belle
I told ya'll once before, I get crazier than hell
Get wild up in here, get live up in here
Turnt up, up in here
Burnin' up, up in here (here)

We do it, we do it
We don't give a fuck
Only thing we think about is turnin' up, turnin' up
We do it, we do it
We do it all the way live
So everybody hands to the sky, 'cause

Every single night and every single day
I'ma do my thang, I'ma do my thang
So don't you worry 'bout me, I'ma be okay
I'ma do my thang, 'cause I'ma do my thang
And I, I'ma-I'ma-I'ma do my, I'ma do my thang"
Miley Cyrus,Dooo It!,"Yeah, I smoke pot
Yeah, I love peace
But I don't give a fuck
I ain't no hippy
Yeah, I smoke pot (Do it)
Yeah, I love peace (Do it)
But I don't give a fuck (Do it)
I ain't no hippy (Ah)
Yeah, I smoke pot
Yeah, I love peace
But I don't give a fuck (Do it)
I ain't no hippy (Do it)
Yeah, I smoke pot (Do it)
Yeah, I love peace (Do it)
But I don't give a fuck (Ah)
I ain't no hippy
(Do it)

(I understand) feel like I am one with the universe
(I understand) and all I need is right here
(I understand) feel like I am part of the universe
And it's part of me

(I understand) why there is a sun?
And how do birds fly?
And why there is a moon
Way up in the sky?
Why there is trees? (Do it)
And what the fuck is love? (Do it)
And what is flying saucers
Watching from above?
(Yo, fuck, man)

Feel like I am one with the universe
And all I need is right here
Feel like I am part of the universe
And it's part of me

Yo, sing about love
Love is what you need
Loving what you sing
And loving smoking weed
(Weed, weed, weed, weed)
Sing about peace
Being high and free
So if you don't give a fuck, sing along with me

Yeah, I smoke pot (Smoke pot)
Yeah, I love peace (Love peace)
But I don't give a fuck (Give a fuck)
I ain't no hippy (Fuck)

(I understand) why there is a sky?
And why do pigs run?
And why them motherfuckers
Putting bullets in they gun?

(Get your ass up off that floor now)
(Yep, yep, yep, yep)
(Yep, yep, yep, yep)
Peace muthafuckers, peace muthafuckers
(Yep, yep, yep, yep)
Peace muthafuckers, peace muthafuckers
(Yep, yep, yep, yep)
Peace muthafuckers, peace muthafuckers
(Yep, yep, yep, yep)
Peace muthafuckers, peace muthafuckers
(Yep, yep, yep, yep)
Peace muthafuckers, peace muthafuckers
Peace muthafuckers, peace muthafuckers
Peace muthafuckers, peace muthafuckers
Peace muthafuckers, peace muthafuckers

Violence is king, but peace is the way
Someday we're gonna see it
So here's what I'm saying

Peace mu'fucker (Do it)
Peace mu'fucker (Do it)
Peace mu'fucker (Do it)
Peace mu'fucker (Do it)
Peace mu'fucker (Do it)
Peace mu'fucker (Do it)
Peace mu'fucker (Do it)
So peace mu'fucker (Do it)
Why they put the dick in the pussy?
Fuck you"
Miley Cyrus,Younger Now,"Feels like I just woke up
Like all this time I've been asleep
Even though it's not who I am
I'm not afraid of who I used to be

No one stays the same (Oh, oh)
You know what goes up must come down (Oh, oh)
Change is a thing you can count on (Oh, oh)
I feel so much younger now (oh, oh)

Feels like I've been living in a dream
But never make it to the end
My eyes open when they feel the light
It's always right before I'm about to scream

No one stays the same (Oh, oh)
You know what goes up must come down (Oh, oh)
Change is a thing you can count on (Oh, oh)
I feel so much younger now (Oh, oh)

What goes up must come down
What goes up must come down
What goes up must come down
What goes up must come down (Yeah)

No one stays the same (Oh, oh)
You know what goes up must come down (Oh, oh)
Change is a thing you can count on (Oh, oh)
I feel so much younger now (Oh, oh)

I feel so much younger now (Yeah)
I feel so much younger now"
Miley Cyrus,SMS (Bangerz),"Bangerz... fuckin' bangerz
Bangerz... fuck-fuck-fuckin' bangerz!

All the way in the back with a tree on my lap
All the boys like to ask me, ""What you doing with that?""
Yeah, yeah
You say you love me, I ain't fooling with that
They ask me how I keep a man, I keep a battery pack
One day he wants me
One day he wants me not
I don't do chances, 'cause time just ain't what I got
If he's like that, I got a world tour that they need me at
I can't be sittin' 'round here waiting for a man to tell me where the fuck my seat be at
Where Mike WiLL at?

We be struttin' that stuff, that stuff, that stuff (Bangerz)
We be struttin' that stuff, that stuff, that stuff (I be struttin' my stuff)
We be struttin' that stuff, that stuff, that stuff (Bangerz)
We be struttin' that stuff, that stuff, that stuff (Fuckin' bangerz)
We be struttin' that stuff, that stuff, that stuff (Bangerz)
We be struttin' that stuff, that stuff, that stuff (I be struttin' my stuff)
We be struttin' that stuff, that stuff, that stuff (Bangerz)
We be struttin' that stuff, that stuff, that stuff (Fuckin' bangerz)

I'm flying high up on the bird; acrophobiac
I slick, caught her eyeing down my purse
Where the dollars at?
I let her know the rent's due on the first
They can call the hearse
'Cause, if there's any violation, I go off with that
Catwalk, slick talk, flirting with a big dog
(Why I need his millis when I got Billy on my speed dial?)
You know I'm on that ""meow"", quick to scratch your eyes out
Strutting on the court, make them nervous, call a timeout

We be struttin' that stuff, that stuff, that stuff (Bangerz)
We be struttin' that stuff, that stuff, that stuff (I be struttin' my stuff)
We be struttin' that stuff, that stuff, that stuff (Bangerz)
We be struttin' that stuff, that stuff, that stuff (Fuckin' bangerz)
We be struttin' that stuff, that stuff, that stuff (Bangerz)
We be struttin' that stuff, that stuff, that stuff (I be struttin' my stuff)
We be struttin' that stuff, that stuff, that stuff (Bangerz)
We be struttin' that stuff, that stuff, that stuff (Fuckin' bangerz)

The plane, boss, the plane
‘Bout to get that big rock
Sit that on my hand
Make that media big talk
The plane, boss, the plane
Psych, that must be the purple
Got up in my brain
Had me a little bit dismal

I, I, I
Bangerz
I, I, I
Fucking bangerz
I, I, I
Bangerz
I, I, I
Fucking bangerz
I, I, I
I, I, I
I, I, I
I, I, I"
Miley Cyrus,Inspired,"I'm writing down my dreams, all I'd like to see
Starting with the bees or else they're gonna die
There will be no trees or air for us to breathe
I start feeling mad, but then I feel inspired
Thinkin' about the days
Coming home with dirty feet from playing with my dad
All day in the creek
He somehow has a way of knowing what to say
So when I'm feeling sad, he makes me feel inspired

We are meant for more
You're the handle on the door that opens up to change
I know it sounds so strange
To think we are meant for more
You're the handle on the door that opens up the change
I know that sounds so strange
Because you always felt so small, but know you aren't at all
And I hope you feel inspired
Oh, I hope you feel inspired

How can we escape all the fear and all the hate?
Is anyone watching us down here?
Death is life, it's not a curse
Reminds us of time and what it's worth
To make the most out of it while we're here

We are meant for more
You're the handle on the door that opens up to change
I know it sounds so strange
We are meant for more
There's a lock upon the door, but we hold the key to change

But how can we escape all the fear and all the hate?
Is anyone watching us down here?"
Miley Cyrus,Drive,"Mike WiLL Made

Drive my heart into the night
You could drop the keys off in the morning (In the morning)
'Cause I don't wanna leave home, without your love
Without it

You told me that you wanted this
I told you it was all yours
If you're done with it, then what'd you say forever for?
If forever's out the door
I'll ignore when you call

Drive my heart into the night (Yeah)
You could drop the keys off in the morning (In the morning)
'Cause I don't wanna leave home without your love
Without it

You told me you were coming back, right back
You promised it was real, and I believed that
But if I fall for it again, I will be a fool
If our love is at the end, then why do I still want you? Yeah
But I guess I got no valentine
Send me roses, I'll just let 'em die
I was crazy thinking you were mine
It was all just a lie

Drive my heart into the night
You could drop the keys off in the morning
'Cause I don't wanna leave home (Leave home) without your love
Without it

I always knew I never wanted this
I never thought it could happen (Never thought it could happen)
You acted like you wanted this
But then you led me on (Led me on)
I thought you would be there when I go (When I go)
You promised you would be there when I go (I go)
But all broken promises, I won't miss, I'm finished
All I know are the facts
That when I look you in the eyes, all I see are the lies
Been there, done that

Drive my heart into the night (Yeah, yeah)
You could drop the keys off in the morning
'Cause I don't wanna leave home without your love
Without it"
Miley Cyrus,BB Talk,"Alright, so this is really fucked up, but
Alright, I was sleeping next to him but I was dreaming about the other dude
And then all of a sudden, everything that he fucking did just made me cringe and it was so hard to fall in but so easy just to fall back right out again
This whole time, I could give to you and I could paint you pictures but I guess I could just never write a song and then maybe I'd never fell out of love with him in the first place
I mean, I, I don't wanna feel this feeling cause my energy's just so strong that, I don't know if I'm creating this or this is actually what is meant to be
And you know that, they say that you gotta think what you want into existence, but you know, I haven't been too good at making decisions so, I have no idea what the fuck I want, I guess

You're giving me a feeling in my head
Laying in my bed just thinking
Not really feeling like the one I want
Takes everything in me not to call him
I really, really, really want it, too
I told all my friends I'm moving on
Your baby talk is creeping me out
Fuck me so you stop baby talking

You know what, in the beginning it was like we were fucking homies and shit and then all of a sudden you started with some fucking baby goo-goo tongue down my fucking throat
I mean, even in front of your mom
Dude, as if I'm not fucking awkward enough
I mean, you put me in these fucking situations where I look like a dumbass bitch and I'm not a fucking dumbass bitch
You know, like, I hate all that fucking PDA, I probably hate it more than your fucking friends do
You know, it's sweet and you couldn't be more opposite of my last dickhead but, you know I just, I don't know if I can get over the fucking goo

You keep saying again and again
We're laying in my bed just talking
And now I, now I can't hold it back
I'm feeling like I'm gonna vomit
I don't really wanna let go of you
I heard I change my mind way too often
Your baby talk is creeping me out
Fuck me so you stop baby talking

Alright, so, I'm gonna be honest
It's the super cutey shit, that's the main issue here
I mean, I'm fucking what?
Look, I like when you send me, you know, the, the queen emoji, but when I send back the monkey, you know, the ones with the, the hands over the eyes? That means that shit's just getting a little too weird for me
I mean, I don't wanna say it in person, I just bury my head in your armpit which... weirdly smells good and your hair and your fucking teeth
Like, why the fuck would I wanna lick your teeth but I do
And remember there was that one time that I had like a 15 minute...
Well, that was kind of the best thing in the entire world
You know, maybe I could just get past this shit and I could get used to someone giving a fuck
I'm sorry I called you a creep and that thing about the vomit
I mean, look, I'm really starting to be in this whole thing, but no matter what you do, homegirl can't handle the fucking goo

Fuck me so you'll stop baby talking
Fuck me so you'll stop baby talking
Fuck me so you'll stop baby talking
Love me so you stop baby talking
I don't really wanna let go of you
I heard I change my mind way too often
Your baby talk is creeping me out
Fuck me so you'll stop baby talking"
Miley Cyrus,Someone Else,"If you're looking for love, know that love don't live here anymore
He left with my heart
They both walked through that door without me
If you're trying to find pity, well, you need to look somewhere else
'Cause I surely can't help you
I'm hurting myself
I've turned into someone else

I used to believe love conquers all
'Cause that's what's seen in movies
Come to find out it's not like that at all
You see, real life's much different

I don't wanna see you go
I only wanna see you smile
It hurts so much just thinking of
Felt like this for awhile
I can't stand to see us there
We cried, we lied
Cannot pretend to take us back to what we had
To make us feel alive again

Hold me close
Don't let me go
I hope
Tell me now is not the end

If you're looking for love, know that love don't live here anymore
He left with my heart
They both walked through that door without me
If you're trying to find pity, well, you need to look somewhere else
'Cause I surely can't help you
I'm hurting myself
I've turned into someone else (Someone else)
I've turned into someone else

I used to believe love conquers all
'Cause that's what I felt when you held me
I thought you'd catch me if I fall
And fill me up when I'm empty

I don't wanna see you go
I only wanna see you smile
It hurts so much just thinking of
Felt like this for awhile
I can't stand to see us there
We cried, we lied
Cannot pretend to take us back to what we had
To make us feel alive again

Hold me close
Don't let me go
I hope
Tell me now is not the end

If you're looking for love, know that love don't live here anymore
He left with my heart
They both walked through that door without me
If you're trying to find pity, well, you need to look somewhere else
'Cause I surely can't help you
I'm hurting myself
I've turned into someone else

Love is patient, love is selfless
Love is hopeful, love is kind
Love is jealous, love is selfish
Love is hopeless, love is blind
Love is patient, love is selfless
Love is hopeful, love is kind
Love is jealous, love is selfish
Love is hopeless, love is blind
Love is patient, love is selfless
Love is hopeful, love is kind
Love is jealous, love is selfish
Love is hopeless, love is blind
Yeah, yeah
Ooh, yeah

I've turned into someone else"
Miley Cyrus,The Most,"Yeah, yeah, yeah
Yeah, yeah, yeah
Yeah, yeah, yeah

This winter was as cold as you and I
I know you're home, hoping I'm alright
How many times have I left you in the deep?
I don't know why you still believe in me

Oh, and even in my darkest days, even in my lowest place
You love me the most
And even when I can't stay, even when I run away
You love me the most
So why do I hurt you so? Is it 'cause I know?
Why do I hurt you so? Is it 'cause you love me the most?

Yeah, yeah, yeah, the most
Yeah, yeah, yeah
Is it 'cause I know? Is it 'cause you love me the most?
Yeah, yeah, yeah, the most
Yeah, yeah, yeah
Is it 'cause I know? Yeah

Your tender touch is the healing that I seek
I come to you when my judgement becomes weak
All that you are is all I ever need
I don't know why you still believe in me

Oh, and even in my darkest days, even in my lowest place
You love me the most
And even when I can't stay, even when I run away
You love me the most
So why do I hurt you so? Is it 'cause I know?
Why do I hurt you so? Is it 'cause you love me the most?

Yeah, yeah, yeah, the most
Yeah, yeah, yeah
Is it 'cause I know? Is it 'cause you love me the most?
Yeah, yeah, yeah, the most
Yeah, yeah, yeah
Is it 'cause I know? Yeah

How many times have I left you in the deep?
I don't know why you still believe in me"
Miley Cyrus,#GETITRIGHT,"I feel a surge coming over me
I feel it all around my thighs
And chills going up my legs
This is the worst coming out of me
When I came, felt like I could die
And it sends chills up my spine

You're sexy, sexy
I got things I wanna do to you
Make me, make me
Make my tongue just go do-do-do
Flex it, flex it
Flex your muscles, and go through the roof
Arrest it -rest it, 'cause you're a criminal

I been laying in this bed all night long
Don't you think it's time to get it on?
But we gotta get it right, we can't get it wrong
Don't you wanna fuel this fire before it's gone? Yeah, yeah

I feel the thirst pouring out of me
The things that I wanna try
That echoes in my head
This is the first time I get to see
Things I've never seen in my life, yeah
You make flowers grow under my bed, yeah

You're sexy, sexy
I got things I wanna do to you
Make me, make me
Make my tongue just go do-do-do
Flex it, flex it
Flex your muscles, and go through the roof
Arrest it -rest it, 'cause you're a criminal

I been laying in this bed (This bed) all night long (All night long)
Don't you think it's time? (It's time to get it on, yeah)
But we gotta get it right (Get it right)
We can't get it wrong (Can't get it wrong)
Don't you wanna fuel this fire before it's gone? Yeah, yeah

Do you feel me?
Oh! I thought so
I just uh... sometime you just wanna... be naughty!

Feel so alone when you are gone
Feeling right back home when I'm in your arms
You played my strings, like my guitar
When I look in your eyes, I see all the stars

Would you believe
I'm dancing in the mirror? (Dancing in the mirror)
I feel like I got no panties on
I wish that I could feel ya (Wish that I could feel ya)
So hurry, hang up that damn phone

I been laying in this bed (This bed) all night long (All night long)
Don't you think it's time? (It's time to get it on)
But we gotta get it right, we can't get it wrong
Don't you wanna fuel this fire before it's gone? Yeah, yeah

Going on and on and make it last forever
What you want all day?
Just as long as it's you and I together
Babe, don't make me wait, yeah
Ooh, oh
Don't make me wait
Yeah, yeah, yeah, uh
Baby"
Miley Cyrus,Unholy,"I'm a little drunk, I know it
I’ma get high as hell
I'm a little bit unholy
So what? So is everyone else
I'm a little drunk, I know it
I’ma get high as hell
I'm a little bit unholy
So what? So is everyone else

Wake up in the middle of a breakdown, yeah, uh
Have sex on the table with the takeout (Uh)
I'm sick of the faking, the using, the taking
The people calling me obscene
You hate me, you love me, you just wanna touch me
I'm only trying to get some peace
So let me do me

I'm a little drunk, I know it
I'ma get high as hell
I'm a little bit unholy
So what? So is everyone else (Hey)
I'm a little drunk, I know it
I’ma get high as hell
I’m a little bit unholy
So what? So is everyone else

So what? So is everyone else
So what? So is everyone else

I'm a little drunk, I know it
I’ma get high as hell
I'm a little bit unholy
So what? So is everyone else

So what? So is everyone else
So what? So is everyone else
Yeah"
Miley Cyrus,Maybe You’re Right,"Chapter one; we started happy
The second that you said you loved me
Started questioning us
Are we really in love?
Tryna figure out chapter three
But you're not giving me anything
If this is what we are, then I gotta move on
You think this is everything, but this is no book of love

You might think I'm crazy
That I'm lost and foolish leaving you behind
Maybe you're right
You might think I'm crazy
That I'm lost and foolish leaving you behind
Maybe you're right
Maybe you're right

Here comes the part of you and me
Arguing about nothing
You tell me it's as good as it gets
Yeah, I'm real emotional
Blame it on your mental jokes
How much did you think that I could take?
So much for taking this too far
You can't blame me for who I am
It's too late for us to try to be in love right now

You might think I'm crazy
That I'm lost and foolish leaving you behind
Maybe you're right
You might think I'm crazy
That I'm lost and foolish leaving you behind
Maybe you're right
Maybe you're right

Fill the pages now, this chapter's done
Moving on up and forward onto all that will become
If you ever get to the place where the sun is shining every day
Then I'll be on your mind

You might think I'm crazy (Crazy, yeah)
That I'm lost and foolish leaving you behind
Maybe you're right
You might think I'm crazy
That I'm lost and foolish leaving you behind
Maybe you're right
Maybe you're right"
Miley Cyrus,4x4,"'Round and 'round and away we go
'Round and 'round and away we go
Four by four and away we go
High not low and away we go
'Round and 'round and away we go
And away we go and away we go
Four by four and away we go
High not low and away we go

I'm a female rebel, can't you tell?
Bang on the dashboard, just chipped a nail
Lean out the window, that's when I yell
Driving so fast 'bout to piss on myself
Driving so fast 'bout to piss on myself
Police wanna get him and put him in jail
I'mma do whatever to get him his bail
Hooked on donuts and rooster-tails

I'm in that passenger seat, flying high in the air
And we're driving fast 'til we plumb out of gas, let's go

'Round and 'round and away we go
'Round and 'round and away we go
Four by four and away we go
High not low and away we go
'Round and 'round and away we go
And away we go and away we go
Four by four and away we go
High not low and away we go

I'm a female rebel, can't you see?
Riding 'round your backyard, who could it be?
Pulling out the steering wheel right from the seat
Pumping his breaks to the sound of the beat
Pumping his breaks to the sound of the beat
He don't understand what he's doing to me
Deep down inside, like a pitbull in heat
Someone's coming, so we head for the streets

I'm in that passenger seat, flying high in the air
And we're driving fast 'til we plumb out of gas, let's go

'Round and 'round and away we go
'Round and 'round and away we go
Four by four and away we go
High not low and away we go
'Round and 'round and away we go
And away we go and away we go
Four by four and away we go
High not low and away we go

It's twelve o'clock and I don't wanna party
My big boyfriend and my big truck hobby
A little bit of dirt never hurt nobody
Now I got dirt all over my body
Might as well lie to L
His big fog lights is bright as hell
Calls it off, he starts to yell
He hits the gas so I grab the rail

Sure you wanna ride with me?
If you scared, don't lie to me
I'm a crazy motherfucker from the Midwest
With a Mississippi flow and an Arch rest
Four by four with the altar steps
We doing donuts underneath the arch, yes!
I need a chick on time, don't mind being early
A ride-or-die, dollar six thirty
A straight-up chick like twelve o'clock
""I don't know where he at"", that's what she tell the cops
Take a stand for a nigga, raise a hand for a nigga
""I solemnly swear he was with me all day""
To the judge, ""he the one I love""
Hell they could tell, she don't even budge
'Round and 'round we go
Don't stop 'til I tell you so

I'm in that passenger seat, flying high in the air
And we're driving fast 'til we plumb out of gas, let's go

'Round and 'round and away we go
'Round and 'round and away we go
Four by four and away we go
High not low and away we go
'Round and 'round and away we go
And away we go and away we go
Four by four and away we go
High not low and away we go

I'm a female rebel, who can't you tell, who can't you tell
Who can't you tell?
I'm a female rebel, who can't you tell, who can't you tell
Who can't you tell?"
Miley Cyrus,My Darlin’,"Stand by me
Oh, my darlin'
Stand by me

I walked through a puddle of water
When I seen the shadow of a broken-hearted girl
Pictured us walking to the altar
For better or for worse

Why don't you stand, stand by me?
Oh, my darlin', stand by me
'Cause we gon' make a movie, a movie
And it's gon' be in 3D, in 3D
And we gon' make a movie, a movie
And it's gon' be in 3D, in 3D

Why don't you stand, stand by me?
Oh, my darlin', stand by me

I ain't pop no Molly
But you still got me sweating
What happened to that feeling?
We'll never get it back
I ain’t take no shots, but you still got me hot
What happened to the feeling?
I wish it wouldn't stop
We were supposed to be together
We were supposed to be together, yeah

They say that love can hit you so fast
Plenty odds are running out of time
But ours are on the boardwalk, baby
Take me as I am or not
I can't breathe without you, without you as mine

Why don't you stand, stand by me?
Oh, my darlin', stand by me
'Cause we gon' make a movie, a movie
And it's gon' be in 3D, in 3D
And we gon' make a movie, a movie
And it's gon' be in 3D, in 3D, yeah

Stand by me (Yeah)
My darlin', stand by me
Stand, yeah
3D, yeah
Movie, it's gon' be in 3D, 3D, yeah

Why don't you stand, stand by me?
Oh, my darlin', stand by me
'Cause we gon' make a movie, a movie
And it's gon' be in 3D, in 3D
And we gon' make a movie, a movie
And it's gon' be in 3D, in 3D, yeah

Stand by me (Yeah)
My darlin', stand by me
Stand, yeah"
Miley Cyrus,Karen Don’t Be Sad,"Oh, Karen
You take it all too hard
You been talking to those fools again
And they'll tear your world apart, mmm
Oh, Karen
You gotta try to understand
Gotta hold on to your soul
'Cause they'll crush it if they can

So, Karen don't be sad
They're just a bunch of fools
And you can make them powerless
Don't let them make the rules
So, Karen don't be sad
You know the truth is true
The world can still be beautiful
That part's up to you
So, Karen don't be sad

Oh, Karen
You know you're only letting 'em win
By letting all their lies and hate destroy you from within-in
Oh, Karen
They've taken away your smile
But you can give it back to us
Just fake it for a while

So, Karen don't be sad
They're just a bunch of fools
And you can make them powerless
Don't let them make the rules
So, Karen don't be sad
You know the truth is true
The world can still be beautiful
That part's up to you
So, Karen don't be sad

So, Karen don't be sad
Don't let 'em win
Oh, don't let 'em win
Don't let them win
Don't let them win
Oh, don't let them win
Oh, don't let them win
Don't let them win"
Miley Cyrus,Love Money Party,"Mike Will Made-It

Money ain't nothing but money
When you get to the money, it ain't nothing but money
Love ain't nothing but love
When you learn how to love, it ain't nothing but love
Party ain't nothing but a party
When you party every day, it ain't nothing but a party
Love, money, party
Love, money, party
Love, money, party
Love, money, party
We want love, money, party

If I can't trust, then why am I giving my heart in exchange for him to love me?
'Cause there ain't much
Difference than a one night stand and one that ain't for me
Is it too much?
'Cause you hate that you love everything that he do and you can't deny you wanna
So what?
My heart'll light a fire in this bitch and blow it

Money ain't nothing
Money can't buy you love, I don't give a damn if you sitting on a trill
Money ain't nothing
After that, run out
What about the real and the way you feel?
Money get low and the DJ stop
And the music slow down and that shit get blurry
Love, money, party, yeah

Money ain't nothing but money
When you get to the money, it ain't nothing but money
Love ain't nothing but love
When you learn how to love, it ain't nothing but love
Party ain't nothing but a party
When you party every day, it ain't nothing but a party
Love, money, party
Love, money, party
Love, money, party
Love, money, party
We want love, money, party

I've been through heartbreaks, heartbreaks
Much more than anybody with a human heart can take
You know it's something not too good to elaborate
But I been left in the lobby
I done been through the fire, I done been the girl on the side
I done laid it all on the line
And now they growing up
And I bet you regret it 'cause it just don't taste like mine

Money ain't nothing
Money can't buy you love, I don't give a damn if you sitting on a trill
Money ain't nothing
After that, run out
What about the real and the way you feel?
Money get low and the DJ stop
And the music slow down and that shit get blurry
Love, money, party, yeah

Money ain't nothing but money
When you get to the money, it ain't nothing but money
Love ain't nothing but love
When you learn how to love, it ain't nothing but love
Party ain't nothing but a party
When you party every day, it ain't nothing but a party
Love, money, party
Love, money, party
Love, money, party (God, oh)
Love, money, party (yup)
We want love, money, party

Okay I walk in, sorta late
My girl and watch both coordinate
They both got that gorgeous face
They both shine, they both mine
Getting green, 'cause it's go time
Goddamn, I'm so fine
You know those like, uhm, super model type kinda girls
Yeah, I'm chilling with those kind
B.I.G. Sean Don Juan Perignon
Detroit player boy, I get my Barry on
On and all night flight to the island, I be gone
In the morning, I don't even need a carry on, what
This that all night get dressed up boi
Red cup get messed up boi
Me and Miley, it's just us, bitch

Money ain't nothing but money
When you get to the money, it ain't nothing but money
Love ain't nothing but love
When you learn how to love, it ain't nothing but love
Party ain't nothing but a party
When you party every day, it ain't nothing but a party
Love, money, party
Love, money, party
Love, money, party
Love, money, party
We want love, money, party"
Miley Cyrus,He Could Be the One,"Smooth talking
So rocking
He's got everything that a girl's wanting
Guitar cutie
He plays it groovy
And I can't keep myself from doing something stupid
Think I'm really falling for his smile
Get butterflies when he says my name

He's got something special, he's got something special
And when he's looking at me, I wanna get all sentimental
He's got something special, he's got something special
I can hardly breathe, something's telling me
Telling me maybe he could be the one
He could be the one, he could be the one
He could be the one, he could be the one, he could be the one

He's lightning
Sparks are flying
Everywhere I go, he's always on my mind
And I'm going crazy about him lately
And I can't help myself from how my heart is racing
Think I'm really digging on his vibe
He really blows me away (hey!)

He's got something special, he's got something special
And when he's looking at me, I wanna get all sentimental
He's got something special, he's got something special
I can hardly breathe, something's telling me
Telling me maybe he could be the one
He could be the one, he could be the one
He could be the one, he could be the one, he could be the one

And he's got a way of making me feel
Like everything I do is perfectly fine
The stars are aligned when I'm with him
And I'm so into him

He's got something special, he's got something special
And when he's looking at me, I wanna get all sentimental
He's got something special, he's got something special
I can hardly breathe, something's telling me
Telling me maybe he could be the one
He could be the one, he could be the one
He could be the one, he could be the one, he could be the one"
Miley Cyrus,You’ll Always Find Your Way Back Home,"You wake up
It’s raining and it’s Monday
Looks like one of those rough days
Time’s up
You’re late again, so get out the door
Sometimes you feel like running
Find a whole new life and jump in
Let go, get up and hit the dance-floor

But when the lights go down, it’s the ending of the show
And you’re feeling like you got nowhere to go
Don’t you know...

You can change your hair and you can change your clothes
You can change your mind, that’s just the way it goes
You can say ""goodbye"", and you can say ""hello""
But you’ll always find your way back home
You can change your style, you can change your jeans
You can learn to fly and you can chase your dreams
You can laugh and cry, but everybody knows
You’ll always find your way back home

Your best friends, your little hometown
Are waiting up wherever you go now
You know that you can always turn around
'Cause this world is big and it’s crazy
And this girl is thinking that maybe
This life is what some people dream about

'Cause when I’m feeling down and I am all alone
I’ve always got a place where I can go
'Cause I know...

You can change your hair and you can change your clothes
You can change your mind, that’s just the way it goes
You can say goodbye, and you can say hello
But you’ll always find your way back home
You can change your style, you can change your jeans
You can learn to fly and you can chase your dreams
You can laugh and cry, but everybody knows
You’ll always find your way back home

Where they know exactly who you are
Back home, where the real you is the superstar
Back home, you know it’s never too far away

You can change your hair and you can change your clothes
You can change your mind, that’s just the way it goes
You can say goodbye, and you can say hello
But you’ll always find your way back

You can change your hair and you can change your clothes
You can change your mind, that’s just the way it goes
You can say goodbye, and you can say hello
But you’ll always find your way back home
You can change your style, you can change your jeans
You can learn to fly and you can chase your dreams
You can laugh and cry, but everybody knows
You’ll always find your way back home

You’ll always find your way back home
You’ll always find your way back home
You’ll always find your way back home
You’ll always find your way back home
You’ll always, you'll always find your way
You’ll always find your way (back home) back home"
Miley Cyrus,She’s Not Him,"I wanna start by saying thank you
I'm gonna miss ya, honey
You gave me things you can’t buy back with money
You changed my life
You've been my world
There's no other girl that looks like ya, darling
Those eyes, that tongue, those teeth, that face, that body
Even though we’ve gone to outer space
Still no way you can take his place

You're not him
Yeah, she's not him
No matter what you say
No matter what you do
I just can't fall in love with you
'Cause you're not him
Yeah, she's not him

And why, why can't I love you, baby?
Like I wanna love you, baby
I’m sorry
And maybe it’s beyond my control
Some sort of chemical reaction
Making it impossible to let him go

You're not him
She’s not him
No matter what you say
No matter what you do
I just can't fall in love with you
'Cause you're not him
Yeah, she’s not him

And you don't deserve
All the bullshit I've put you through
You, you deserve
A heart much bigger than one that's torn in two
Oh, oh

You're not him (Whoa)
She's not him
Every time you walk through my door
I swear to God you're more beautiful than before
But you're not him
No matter what you say
No matter what you do
I just can't fall in love with you
'Cause you're not him
Yeah, she's not him"
